first_name,last_name,birthdate,height,club_member
Jerry,Long,6/3/1955,146.3,false
Benjamin,Ross,2/19/1982,198.9,true
Roger,Patterson,9/7/2012,155.3,true
John,Reid,10/18/2010,146.5,true
Gerald,Carter,2/10/1999,164.4,true
Anne,Frazier,9/10/1958,166,false
Andrew,Cole,4/14/1999,190.5,false
Chris,Mason,12/10/1957,162.9,false
David,Smith,7/7/2005,183.2,false
Howard,Kim,4/11/1985,162.7,true
Russell,Powell,9/30/1970,169.4,false
Adam,Boyd,4/13/2016,166.1,false
Shawn,Ryan,11/23/1951,145.5,false
Harold,Young,6/18/1964,158.8,true
Louise,Henry,3/23/2002,168.1,false
Douglas,Armstrong,2/26/1963,174.8,false
Ryan,Gilbert,12/21/1961,174.9,true
Clarence,Gonzalez,9/8/2006,144.2,false
Ann,Hill,10/18/1954,165,false
Karen,Brown,4/22/2010,186.6,true
Brenda,Perez,1/29/1983,140.9,true
Andrea,Grant,1/28/1995,155.2,true
Shirley,Jones,11/6/2010,160.2,true
Ralph,Allen,4/28/1967,155.9,true
Jean,Burke,2/18/1955,187.7,true
Norma,Vasquez,9/17/1999,153.8,true
Jessica,Peters,5/18/1983,186.5,true
Richard,Perez,3/21/1992,196.4,true
Tammy,Owens,8/28/1978,187.8,false
Stephanie,Crawford,2/4/2010,190.3,true
Scott,Dunn,10/31/2003,162.3,false
Catherine,Ortiz,11/14/2016,192.5,true
Nicholas,Ward,2/19/1955,140.7,false
John,Murray,5/15/1999,174,true
Earl,Hunter,5/4/1954,180.3,false
Gregory,Hunter,7/10/1951,164.9,false
Steve,Adams,1/9/1957,166.1,false
Amy,Perez,2/29/1956,148,false
Norma,Sanchez,4/6/1953,187.1,true
Tammy,Ferguson,5/17/2010,159.6,true
Frances,Reed,2/17/1971,164.3,true
Gregory,Hall,4/21/1988,196.6,true
Roy,Willis,2/28/1973,178.5,true
Dennis,Woods,3/2/1958,184.4,false
Dennis,Hudson,6/23/1959,160.1,true
Robin,Tucker,7/24/2005,153.3,false
Kenneth,Garza,1/4/2014,192.9,true
Helen,Evans,11/10/1975,152,true
Keith,Rose,4/19/2014,152.8,false
Lawrence,Hart,3/18/1992,184.4,false
Jose,Banks,6/11/1961,182.4,false
Marie,Perkins,11/12/1979,199.7,true
Andrew,Castillo,11/30/2003,175.1,true
Victor,Webb,10/27/1999,198.9,true
Joyce,Morgan,7/15/2014,152.3,false
Shirley,Murray,5/2/1982,193.1,false
Juan,George,2/4/1981,177.4,false
Margaret,Gomez,7/28/1987,175.2,true
Jesse,Freeman,5/18/1978,149.9,false
Brian,Fuller,10/18/1961,196.8,true
Louis,Long,6/1/1972,173.9,true
Bobby,Ray,1/30/1973,165.7,true
Sandra,Fowler,12/16/1984,194.3,true
Judy,Phillips,12/18/1986,195.2,false
Carl,Perkins,12/7/2015,140.3,true
Shawn,Franklin,4/16/1953,176.4,true
Anne,Banks,9/1/1964,164.7,false
Cheryl,Harris,9/2/1960,197,false
Heather,Cox,10/28/2005,167,true
Russell,Hall,4/4/2003,186.2,false
Alice,Hicks,9/10/1979,185.7,false
Louis,Williams,12/11/2001,181.8,false
Heather,Long,5/29/1954,141.3,false
Ashley,Morales,11/26/1974,189.3,true
Johnny,Gardner,9/27/1968,174.7,false
Rose,Tucker,2/11/1966,160.5,false
Helen,Morrison,8/10/1965,196,true
Aaron,Palmer,8/18/1962,178,false
Wayne,Wells,2/6/1980,165.4,true
Nancy,Burton,3/8/1993,192.4,false
Marie,Ruiz,7/24/1965,180.2,true
Rebecca,Russell,12/23/1952,156.5,false
Jesse,Bryant,2/16/1953,182.3,true
Ronald,Cunningham,1/24/2013,170.4,true
Scott,Snyder,4/15/2011,184.4,false
Angela,Alexander,2/6/1997,157.2,false
Kevin,Hicks,6/13/1952,173.3,false
Christina,Long,4/28/2002,162.5,true
Terry,Rose,7/18/2005,197.9,false
Raymond,Williamson,11/8/1990,188.1,true
Laura,Jordan,11/14/1961,171.3,true
Sarah,Butler,9/21/1965,176.8,true
Gary,Hernandez,2/18/1954,183.7,true
Jessica,Williamson,9/10/1953,149.5,true
Evelyn,Pierce,8/28/2000,167,true
Betty,Willis,3/6/1971,179.9,true
Harry,Porter,9/23/1963,184.4,true
Todd,Perkins,2/7/2010,161.6,false
Carol,Gonzalez,2/23/1955,152.5,true
Melissa,Turner,12/11/2005,164.3,false
Ronald,Lopez,5/20/1973,145.1,false
Justin,Sanchez,4/20/1965,142.3,true
Amanda,Reid,6/22/1972,188.6,false
Lawrence,Matthews,12/18/1966,144.9,false
Pamela,Larson,6/16/1956,168.6,true
Joshua,Nichols,12/7/2009,198.6,true
Nicholas,Stewart,3/5/1978,184.8,true
Howard,Torres,3/21/1962,193.1,true
Eric,Freeman,3/18/1963,172,false
Michael,Clark,10/29/1989,147.8,true
Christopher,Bowman,11/1/1960,195.3,true
Gregory,Greene,1/11/1966,141.5,false
Louis,Myers,5/9/2016,170.2,false
Brandon,Ramirez,6/28/1979,141.7,true
Peter,Oliver,12/10/1960,163.8,true
Theresa,Mason,6/21/2003,174.4,false
Paula,Bradley,5/12/2005,147.8,false
Clarence,Ward,12/13/1996,194.5,false
Todd,Cruz,1/15/1994,164,false
Anna,Price,11/20/1990,193.1,false
Mark,Mason,6/3/1956,171.7,false
Bruce,Alvarez,3/27/2001,165.8,true
Jessica,Mills,6/12/1980,157.1,true
Nicholas,Holmes,11/11/1989,163.4,false
Jesse,Mitchell,7/22/1959,147,false
Adam,Burke,1/27/2009,140.6,true
Steven,Ray,9/4/1987,143.9,true
Scott,Shaw,6/14/1975,175.3,false
Emily,Ramirez,1/1/1981,176.1,false
Stephanie,Andrews,10/24/1967,140.2,true
Janice,Bryant,2/21/2012,198.9,true
Christopher,Duncan,1/24/1956,171.9,true
James,Harper,12/10/1986,166.2,true
Nicole,Gibson,4/7/1982,198.8,false
Virginia,Lawrence,3/24/1965,194.7,false
Benjamin,Fowler,10/11/1951,172.7,true
Margaret,Howell,9/13/1960,147.6,false
Carol,Bryant,1/9/1966,144,false
Julie,James,4/12/1973,180.4,false
Lillian,Welch,12/10/1991,158.3,true
Stephanie,Wagner,4/27/1950,147.5,true
Juan,Hawkins,8/22/1958,189,true
Christina,Roberts,6/19/2016,192.5,true
Philip,Williamson,9/27/1973,166,true
Sandra,Elliott,12/9/2007,185.4,true
Carol,Griffin,12/30/1951,173.9,false
Betty,Robertson,7/25/1995,156.5,true
Phyllis,Ellis,8/28/1993,181.7,true
Roy,Harrison,3/28/1979,162.9,true
Jack,Hunter,5/24/1995,184.8,true
Gloria,Ford,6/13/2003,167.7,true
Frank,Payne,11/2/1954,193.5,true
Phyllis,Brooks,3/22/1994,185.5,true
Thomas,Cox,7/30/1994,180.7,true
Denise,Reid,8/20/1958,146.6,false
Fred,Rogers,4/8/1987,156.4,true
Irene,Gilbert,7/13/1968,199.9,false
Sandra,Alvarez,3/11/1966,190.5,true
Albert,Perry,2/14/1955,144,true
Robert,Morrison,7/17/1977,155.6,true
Kelly,Spencer,12/18/1990,187.6,true
Paula,Fowler,12/26/1962,144.7,false
Steven,Richards,10/4/2012,140.2,false
Lori,Andrews,9/26/1993,183.1,false
Howard,Turner,8/16/1969,174.6,true
Kathy,Flores,7/27/1956,149.7,true
Lisa,Black,6/24/1999,186.3,false
Cynthia,Long,1/9/1977,178.6,true
Eugene,Stanley,8/27/2014,166.1,false
Albert,Morales,3/4/1997,183.7,false
Charles,Anderson,1/14/1978,192.1,false
Lisa,Robertson,7/14/1986,150.7,true
Catherine,Foster,11/28/1999,147.7,true
Nicholas,Reed,5/12/2006,188.8,false
Clarence,Ramos,3/16/2012,186.8,true
Timothy,Jenkins,6/15/1985,165.5,true
Philip,Long,9/15/2000,191.4,false
Pamela,Warren,9/5/1956,145.7,false
Deborah,Thomas,2/10/2015,197.5,false
James,Cruz,1/4/1955,187.8,true
Debra,Hudson,8/13/1971,170.9,true
Alice,Garrett,2/14/1954,176.1,false
Nancy,Ray,6/20/1975,155,false
Gregory,Perry,6/23/2009,146.1,true
Janice,Bowman,6/29/2014,176.1,true
Marie,Reynolds,5/30/1967,143.5,true
Jennifer,Perkins,7/13/1978,156.8,true
Ann,Martinez,2/11/2014,181.6,false
Wanda,Richards,10/3/1954,178.1,true
Clarence,Fowler,5/13/1981,194.8,true
Eric,Myers,8/8/2009,147,false
Janice,Ramirez,9/17/1974,178,false
Ashley,Lawrence,5/9/1963,164.5,false
Paula,Richards,5/23/1996,176.8,true
Linda,Elliott,9/22/2002,146.9,false
Frances,Alexander,3/15/2015,158.4,true
Bobby,Freeman,12/24/1972,194.2,true
Ruth,Taylor,4/9/1988,196.4,false
Christopher,Pierce,9/5/1993,166.8,true
Thomas,Gonzales,4/20/1969,153.5,false
Elizabeth,Ryan,2/9/1954,199.8,true
Teresa,Greene,1/12/1993,183.2,false
Brenda,Coleman,6/26/2006,178.2,true
Louis,Rice,12/23/1957,181.9,true
Tina,Austin,11/16/1977,164,false
Harold,Campbell,6/20/2013,191.8,false
Frank,Wheeler,7/31/2000,158.6,true
Cheryl,Jacobs,6/14/1989,144.4,false
Frank,Russell,9/24/2003,187.1,false
Marie,Gonzalez,2/22/1977,153.9,true
Norma,Mason,12/23/1985,193,true
Cheryl,Gilbert,10/29/1978,159.9,false
Steven,Black,6/25/1989,154.2,false
Kelly,Howell,1/22/1963,186,true
Julie,Morgan,2/27/1993,179.6,false
Nicole,Perry,1/25/2014,166.5,false
Marilyn,Perez,4/4/1982,142.3,true
Paul,Griffin,4/28/1951,188.8,false
Arthur,Myers,5/23/1979,194.5,true
Evelyn,Arnold,4/18/2013,188.7,false
Christopher,Romero,10/17/1978,163.7,false
Ruby,Thomas,1/17/1979,165.6,true
Linda,Chavez,2/25/2004,173.8,true
Randy,Harvey,10/17/2005,189.1,true
Jimmy,Reynolds,7/7/1970,184.9,false
Debra,Reed,2/19/1980,180.5,true
Phyllis,White,11/26/1971,156.6,true
Gary,Berry,1/9/1990,184.4,true
Joyce,Robertson,12/9/1988,193.1,true
Carolyn,Rivera,12/5/1989,176.8,false
Todd,Butler,11/16/1958,188.7,false
Wayne,King,6/3/2008,163.7,false
Jane,Tucker,8/28/1975,150.3,true
Justin,Stevens,11/26/2015,145.1,false
Karen,Rice,9/4/1969,192.2,false
Jeffrey,Snyder,9/19/1997,156.7,false
Lori,Palmer,10/6/1962,163.4,false
Bruce,Holmes,5/21/1977,183.1,false
Lois,Harris,3/2/1960,183,true
Jesse,Rodriguez,6/12/1993,195.2,false
Ashley,Gonzalez,1/20/1994,176.4,false
Kelly,Lopez,8/11/1993,196.4,true
Dennis,George,4/6/1955,196.9,false
Kathryn,Patterson,1/8/1994,169.6,true
Jesse,Johnson,9/1/1982,166.4,true
Juan,Morgan,5/7/1959,176.7,true
Douglas,Sims,10/7/2001,155.9,true
Mildred,Hicks,2/28/1960,148.3,true
Walter,Burke,2/4/1983,193.7,false
Ronald,Davis,9/17/2009,146.8,false
Alan,Snyder,1/3/1952,170.4,false
Stephen,Price,9/1/1951,155.3,false
Randy,Stevens,3/20/1959,154.1,true
Kenneth,Wagner,8/5/1995,168.1,false
Rebecca,Willis,1/5/1955,164.1,false
Antonio,Ferguson,8/22/2004,148.2,false
Eric,Hernandez,12/14/1996,173.6,false
Marilyn,Gardner,12/3/2005,173.6,true
Robert,Stewart,8/18/2014,142.7,true
Frances,Ford,5/29/1964,153.1,true
Tina,Ross,6/19/1983,148.5,true
Jesse,Rose,10/11/1967,161.3,true
Kenneth,Wilson,9/18/1980,197.9,false
Mary,Andrews,6/9/2002,141.2,false
Mary,Burke,6/1/1984,141.8,false
Eugene,Williamson,8/5/1993,189.2,true
Craig,Cole,12/23/1967,141.2,true
Judy,Rodriguez,3/2/1966,177.7,true
Anthony,Carroll,1/21/1991,179.1,false
Billy,Banks,12/10/1972,165.6,true
Brandon,Kelly,2/8/1953,190.6,false
David,Foster,5/29/1960,173.3,false
Christina,Ryan,9/7/2008,195,true
Karen,Gonzalez,1/10/1978,173.6,true
Gerald,Fisher,5/15/1963,149.5,false
Nicole,Carroll,2/1/2007,177.6,false
Harold,Green,9/22/1985,158.8,false
Roger,Hayes,2/25/1998,185.3,true
Jeffrey,Walker,3/26/1953,140,true
Michelle,Morales,9/23/1952,155.4,false
Terry,Montgomery,7/26/2015,144.2,true
Wanda,Campbell,12/12/1994,144.8,true
Jason,Perry,8/4/1966,174,true
Willie,Cooper,10/5/1982,160.9,true
Lisa,Owens,4/21/1958,148.9,false
Nicole,Ellis,9/7/1993,191.1,false
Andrea,Thompson,7/11/1987,143.4,false
Jessica,Brown,1/10/2002,199.3,false
Harold,Stanley,4/2/2004,195.5,false
George,Davis,12/9/1981,173.4,false
Brenda,Anderson,4/5/1997,195.1,true
Craig,Robinson,6/4/1964,199.2,true
Wanda,Turner,9/22/1980,184,false
Eugene,Harvey,9/28/2004,145.8,true
Catherine,Clark,1/16/1996,152.8,true
Mark,Ellis,7/1/1991,162.7,false
Brenda,Johnston,12/20/1951,167.8,true
Kenneth,Hamilton,5/21/1967,176.1,false
Theresa,Garza,6/1/2006,168.3,false
Aaron,Freeman,10/13/2012,158.7,false
Karen,Williams,3/17/1994,190.6,true
Jesse,Ray,2/4/1990,155.1,true
Christina,Brown,10/26/2002,154.7,true
Kathy,Burke,2/21/1955,163.7,false
Ryan,Stanley,11/15/1994,190.5,false
Dorothy,Campbell,1/22/1958,149.2,false
Gregory,Carpenter,6/29/2014,165.7,false
Carlos,Jenkins,9/22/2014,154.5,false
Christopher,Jackson,5/28/2015,153.2,false
Bonnie,Wells,12/17/1972,163.2,true
Melissa,Gray,9/8/2007,155.7,true
Harold,Ramos,5/12/1988,195.6,false
Brenda,Robinson,4/22/1954,163.1,true
Beverly,Martinez,5/8/1998,158.2,true
Stephanie,Rodriguez,1/28/1970,143.2,true
Frank,Sanchez,8/2/1969,179,false
Norma,Ray,5/15/1985,147.6,true
Joshua,Vasquez,9/6/1978,160.4,true
Daniel,Green,4/10/1968,189,false
Jack,Morales,4/15/1966,179.3,true
Victor,Reid,12/16/1983,192.6,true
Roy,Holmes,6/17/1986,153.3,false
Paul,Hawkins,1/12/1979,164.2,true
Diane,Barnes,9/29/1968,158.3,true
Julia,Johnston,11/5/2002,150.7,true
Mary,Snyder,6/21/1975,156.1,true
Jimmy,Hudson,3/2/1990,143.1,true
Gerald,Knight,5/22/1951,173.3,true
Robin,Gray,2/2/1982,187.8,true
Robert,Martin,2/20/1998,165.8,false
Irene,Harris,3/28/1969,167.9,false
Wayne,Rodriguez,10/27/1999,159.9,false
Janice,Lynch,10/18/2007,165.4,false
Philip,Fowler,11/28/1977,192.6,false
Christopher,Stephens,3/29/1980,174.1,false
Debra,Morris,4/3/2009,143.2,true
Pamela,Snyder,3/14/1996,164.9,true
Gregory,Freeman,11/5/1965,194.7,false
David,Garza,2/15/1964,179.7,false
Anna,Knight,5/12/1951,157.5,false
Rachel,Perez,6/29/1953,192.3,true
Gerald,Garza,7/22/1974,179,false
Michael,Green,1/27/1950,175.1,false
Margaret,Bailey,4/20/1989,191.4,false
Henry,Carroll,9/15/2004,192.6,false
Beverly,Flores,12/11/1984,192.8,true
Alan,Robertson,3/22/2013,146.1,true
Tammy,Hudson,10/26/2011,191,true
Deborah,Bennett,1/15/1995,150.1,true
Michael,Ferguson,4/21/1988,181.5,true
Tammy,Sanders,1/12/1994,197.9,false
Nicholas,Burke,6/11/1957,194.8,false
Marie,Gordon,9/6/1950,190.1,false
Jason,Myers,8/25/1967,161.1,true
Robin,Robinson,8/3/1998,178.4,false
Kathryn,Lynch,10/17/1964,156.5,false
Todd,Daniels,7/27/1979,199.7,true
Fred,Baker,11/26/2001,147.3,true
Anna,Ortiz,5/22/1993,157.8,false
Shirley,Hernandez,5/7/2004,173.3,false
Henry,Simmons,9/22/1998,153.7,false
Pamela,Stephens,2/5/1983,154.4,false
Elizabeth,Nelson,2/23/1995,172.8,true
Helen,Crawford,7/13/1956,192.8,false
Joyce,Ray,3/18/1953,148,true
Joyce,Oliver,8/4/2008,187.9,false
John,Reed,6/30/2000,166.7,false
Norma,Oliver,5/29/1979,193.8,false
